,date,playoff,HOME,AWAY,ELO_H,ELO_A,ELO_Ha,ELO_Aa,H_SCORE,A_SCORE,LAST_5_H,LAST_5_A,BACK_H,BACK_A,WL
924,2019-03-01,,BRK,CHO,1461.236259,1454.226727,1445.59798,1469.865006,112,123,116.2,110.0,0,0,0
925,2019-03-01,,ATL,CHI,1360.734749,1361.055839,1349.0399,1372.750689,161,168,115.0,114.6,0,0,0
926,2019-03-01,,TOR,POR,1644.751867,1636.972514,1647.862878,1633.861504,119,117,118.4,118.4,0,0,1
927,2019-03-01,,BOS,WAS,1570.350329,1466.246963,1574.817566,1461.779725,107,96,103.6,115.8,0,0,1
928,2019-03-01,,PHO,NOP,1265.656977,1484.163548,1257.767656,1492.052869,116,130,109.0,119.8,0,0,0
929,2019-03-01,,SAC,LAC,1479.299543,1515.121289,1468.811739,1525.609092,109,116,121.0,113.6,0,0,0
930,2019-03-01,,LAL,MIL,1468.608749,1706.949577,1462.446,1713.112326,120,131,113.8,120.4,0,0,0
931,2019-03-02,,CLE,DET,1298.891704,1506.182415,1282.765671,1522.308448,93,129,119.4,112.0,0,0,0
932,2019-03-02,,IND,ORL,1586.811091,1555.945019,1576.122621,1566.63349,112,117,115.4,111.0,0,0,0
933,2019-03-02,,MIA,BRK,1438.229424,1445.59798,1452.917554,1430.90985,117,88,112.6,109.0,0,1,1
934,2019-03-02,,SAS,OKC,1522.519199,1597.411206,1534.218041,1585.712364,116,102,106.6,120.4,0,0,1
935,2019-03-02,,PHI,GSW,1618.046681,1676.690204,1611.579759,1683.157125,117,120,113.2,115.8,0,0,0
936,2019-03-02,,DAL,MEM,1467.625081,1374.142447,1428.674718,1413.09281,81,111,107.2,108.0,0,0,0
937,2019-03-02,,PHO,LAL,1257.767656,1462.446,1271.498395,1448.715261,118,109,111.4,115.2,1,1,1
938,2019-03-02,,DEN,NOP,1600.160738,1492.052869,1583.425831,1508.787776,112,120,116.4,119.6,0,1,0
939,2019-03-02,,UTA,MIL,1607.284426,1713.112326,1613.744991,1706.651761,115,111,120.4,125.4,0,1,1
940,2019-03-03,,CHO,POR,1469.865006,1633.861504,1461.791031,1641.935479,108,118,116.8,116.0,0,0,0
941,2019-03-03,,LAC,NYK,1525.609092,1285.553721,1528.906191,1282.256622,128,107,110.0,113.2,0,0,1
942,2019-03-03,,CHI,ATL,1372.750689,1349.0399,1362.271174,1359.519415,118,123,123.8,129.0,0,0,0
943,2019-03-03,,BOS,HOU,1574.817566,1622.819407,1561.621467,1636.015506,104,115,101.4,116.4,0,0,0
944,2019-03-03,,CLE,ORL,1282.765671,1566.63349,1305.155923,1544.243238,107,93,110.2,109.0,1,1,1
945,2019-03-03,,WAS,MIN,1461.779725,1511.936535,1472.385908,1501.330353,135,121,112.6,118.6,0,0,1
946,2019-03-03,,DET,TOR,1522.308448,1647.862878,1530.020157,1640.151169,112,107,115.8,116.8,1,0,1
947,2019-03-03,,OKC,MEM,1585.712364,1413.09281,1587.501664,1411.30351,99,95,116.4,108.2,1,1,1
948,2019-03-04,,BRK,DAL,1430.90985,1428.674718,1448.410944,1411.173624,127,88,106.8,103.2,0,0,1
949,2019-03-04,,MIA,ATL,1452.917554,1359.519415,1454.648531,1357.788438,114,113,115.6,129.2,0,1,1
950,2019-03-04,,SAS,DEN,1534.218041,1583.425831,1537.538317,1580.105556,104,103,108.2,114.8,0,0,1
951,2019-03-04,,UTA,NOP,1613.744991,1508.787776,1603.514889,1519.017878,112,115,121.8,121.4,0,0,0
952,2019-03-04,,PHO,MIL,1271.498395,1706.651761,1294.724431,1683.425725,114,105,113.6,128.0,0,0,1
953,2019-03-04,,SAC,NYK,1468.811739,1282.256622,1471.017795,1280.050566,115,108,119.2,113.4,0,1,1
954,2019-03-04,,LAL,LAC,1448.715261,1528.906191,1438.964327,1538.657125,105,113,114.8,113.2,0,1,0
955,2019-03-05,,PHI,ORL,1611.579759,1544.243238,1616.003426,1539.819571,114,106,111.4,105.8,0,0,1
956,2019-03-05,,IND,CHI,1576.122621,1362.271174,1578.317306,1360.076488,105,96,112.6,125.4,0,0,1
957,2019-03-05,,TOR,HOU,1640.151169,1636.015506,1623.762799,1652.403876,95,107,112.4,118.2,0,0,0
958,2019-03-05,,MIN,OKC,1501.330353,1587.501664,1511.787981,1577.044036,131,120,119.8,106.6,0,0,1
959,2019-03-05,,MEM,POR,1411.30351,1641.935479,1426.077926,1627.161063,120,111,106.0,117.0,0,0,1
960,2019-03-05,,GSW,BOS,1683.157125,1561.621467,1638.618227,1606.160365,95,128,114.8,102.8,0,0,0
961,2019-03-06,,CHO,MIA,1461.791031,1454.648531,1449.838673,1466.600889,84,91,113.8,119.2,0,0,0
962,2019-03-06,,DET,MIN,1530.020157,1511.787981,1539.016108,1502.792029,131,114,113.2,120.4,0,1,1
963,2019-03-06,,WAS,DAL,1472.385908,1411.173624,1477.271544,1406.287988,132,123,115.6,100.0,0,0,1
964,2019-03-06,,ATL,SAS,1357.788438,1537.538317,1351.664236,1543.662518,104,111,127.8,105.6,0,0,0
965,2019-03-06,,BRK,CLE,1448.410944,1305.155923,1450.971297,1302.59557,113,107,108.8,109.4,0,0,1
966,2019-03-06,,CHI,PHI,1360.076488,1616.003426,1366.638184,1609.44173,108,107,119.4,113.0,1,1,1
967,2019-03-06,,NOP,UTA,1519.017878,1603.514889,1508.041478,1614.491289,104,114,118.8,114.8,0,0,0
968,2019-03-06,,PHO,NYK,1294.724431,1280.050566,1301.597358,1273.177639,107,96,116.8,114.2,0,0,1
969,2019-03-06,,SAC,BOS,1471.017795,1606.160365,1466.791816,1610.386345,109,111,117.6,105.2,0,1,0
970,2019-03-06,,LAL,DEN,1438.964327,1580.105556,1426.957905,1592.111979,99,115,112.8,112.6,0,0,0
971,2019-03-07,,MIL,IND,1683.425725,1578.317306,1689.806209,1571.936822,117,98,121.0,109.8,0,0,1
972,2019-03-07,,POR,OKC,1627.161063,1577.044036,1612.642412,1591.562687,121,129,113.2,107.4,0,0,0
973,2019-03-08,,CHO,WAS,1449.838673,1477.271544,1452.872321,1474.237895,112,111,107.6,120.0,0,0,1
974,2019-03-08,,ORL,DAL,1539.819571,1406.287988,1542.27206,1403.8355,111,106,104.4,102.8,0,0,1
975,2019-03-08,,MEM,UTA,1426.077926,1614.491289,1440.027338,1600.541877,114,104,108.6,112.6,0,0,1
976,2019-03-08,,NOP,TOR,1508.041478,1623.762799,1491.004474,1640.799802,104,127,117.6,107.4,0,0,0
977,2019-03-08,,CHI,DET,1366.638184,1539.016108,1359.818274,1545.836018,104,112,119.8,115.6,0,0,0
978,2019-03-08,,MIA,CLE,1466.600889,1302.59557,1470.767849,1298.42861,126,110,113.2,108.4,0,0,1
979,2019-03-08,,HOU,PHI,1652.403876,1609.44173,1660.102914,1601.742692,107,91,116.0,111.4,0,0,1
980,2019-03-08,,GSW,DEN,1638.618227,1592.111979,1646.506432,1584.223773,122,105,111.4,111.0,0,0,1
981,2019-03-08,,LAC,OKC,1538.657125,1591.562687,1546.227993,1583.991819,118,110,116.6,110.8,0,1,1
982,2019-03-09,,NYK,SAC,1273.177639,1466.791816,1266.953304,1473.01615,94,102,107.4,115.6,0,0,0
983,2019-03-09,,ATL,BRK,1351.664236,1450.971297,1346.820049,1455.815484,112,114,126.4,111.2,0,0,0
984,2019-03-09,,MIN,WAS,1502.792029,1474.237895,1506.914238,1470.115687,135,130,120.8,119.8,0,1,1
985,2019-03-09,,LAL,BOS,1426.957905,1610.386345,1418.178054,1619.166195,107,120,111.6,108.4,0,0,0
986,2019-03-09,,MIL,CHO,1689.806209,1452.872321,1692.706696,1449.971834,131,114,121.0,108.0,0,1,1
987,2019-03-09,,POR,PHO,1612.642412,1301.597358,1613.728665,1300.511105,127,120,112.8,115.8,0,0,1
988,2019-03-10,,DET,CHI,1545.836018,1359.818274,1550.587988,1355.066304,131,108,115.4,118.8,0,0,1
989,2019-03-10,,PHI,IND,1601.742692,1571.936822,1610.273041,1563.406473,106,89,107.4,107.6,0,0,1
990,2019-03-10,,MIA,TOR,1470.767849,1640.799802,1457.91114,1653.656512,104,125,113.2,113.2,0,0,0
991,2019-03-10,,ATL,NOP,1346.820049,1491.004474,1360.408468,1477.416056,128,116,122.6,114.6,1,0,1
992,2019-03-10,,MEM,ORL,1440.027338,1542.27206,1449.181748,1533.117651,105,97,109.4,106.0,0,0,1
993,2019-03-10,,DAL,HOU,1403.8355,1660.102914,1401.75785,1662.180563,93,94,101.6,113.6,0,0,0
994,2019-03-10,,SAS,MIL,1543.662518,1692.706696,1553.646742,1682.722472,121,114,104.2,119.0,0,1,1
995,2019-03-10,,MIN,NYK,1506.914238,1266.953304,1509.057612,1264.80993,103,92,123.2,104.6,1,1,1
996,2019-03-10,,GSW,PHO,1646.506432,1300.511105,1628.242744,1318.774793,111,115,111.6,115.0,0,1,0
997,2019-03-11,,CLE,TOR,1298.42861,1653.656512,1337.59726,1614.487861,126,101,108.4,114.6,0,1,1
998,2019-03-11,,WAS,SAC,1470.115687,1473.01615,1475.336334,1467.795502,121,115,120.8,115.0,0,0,1
999,2019-03-11,,BRK,DET,1455.815484,1550.587988,1476.215576,1530.187896,103,75,110.8,123.0,0,1,1
1000,2019-03-11,,HOU,CHO,1662.180563,1449.971834,1664.828343,1447.324054,118,106,108.8,108.2,1,0,1
1001,2019-03-11,,UTA,OKC,1600.541877,1583.991819,1586.335349,1598.198347,89,98,111.2,112.0,0,0,0
1002,2019-03-11,,LAC,BOS,1546.227993,1619.166195,1563.534919,1601.859269,140,115,116.0,114.0,0,0,1
1003,2019-03-12,,PHI,CLE,1610.273041,1337.59726,1611.631015,1336.239286,106,99,107.0,108.6,0,1,1
1004,2019-03-12,,IND,NYK,1563.406473,1264.80993,1564.383783,1263.83262,103,98,105.2,99.4,0,0,1
1005,2019-03-12,,CHI,LAL,1355.066304,1418.178054,1339.04795,1434.196408,107,123,106.8,108.0,0,0,0
1006,2019-03-12,,NOP,MIL,1477.416056,1682.722472,1467.880376,1692.258152,113,130,111.8,115.6,0,0,0
1007,2019-03-12,,DAL,SAS,1401.75785,1553.646742,1394.877855,1560.526737,105,112,98.2,111.4,0,0,0
1008,2019-03-12,,LAC,POR,1563.534919,1613.728665,1543.370907,1633.892677,104,125,123.0,118.8,1,0,0
1009,2019-03-12,,DEN,MIN,1584.223773,1509.057612,1593.469462,1499.811924,133,107,107.8,120.8,0,0,1
1010,2019-03-13,,OKC,BRK,1598.198347,1476.215576,1602.50504,1471.908884,108,96,111.2,109.0,0,0,1
1011,2019-03-13,,WAS,ORL,1475.336334,1533.117651,1484.160945,1524.293041,100,90,125.8,104.8,0,0,1
1012,2019-03-13,,ATL,MEM,1360.408468,1449.181748,1376.662626,1432.927589,132,111,116.0,109.0,0,0,1
1013,2019-03-13,,MIA,DET,1457.91114,1530.187896,1479.485511,1508.613524,108,74,110.4,112.2,0,0,1
1014,2019-03-13,,HOU,GSW,1664.828343,1628.242744,1657.374662,1635.696425,104,106,108.2,108.8,0,0,0
1015,2019-03-13,,PHO,UTA,1318.774793,1586.335349,1311.645965,1593.464177,97,114,114.8,106.8,0,0,0
1016,2019-03-14,,IND,OKC,1564.383783,1602.50504,1568.176328,1598.712494,108,106,101.4,113.0,0,1,1
1017,2019-03-14,,ORL,CLE,1524.293041,1336.239286,1529.841445,1330.690882,120,91,99.4,109.8,1,0,1
1018,2019-03-14,,BOS,SAC,1601.859269,1467.795502,1604.546578,1465.108193,126,120,115.6,110.0,0,0,1
1019,2019-03-14,,TOR,LAL,1614.487861,1434.196408,1617.812798,1430.871472,111,98,111.0,108.6,0,0,1
1020,2019-03-14,,UTA,MIN,1593.464177,1499.811924,1600.470188,1492.805912,120,100,106.6,118.0,1,0,1
1021,2019-03-14,,DEN,DAL,1593.469462,1394.877855,1594.461425,1393.885892,100,99,113.6,103.0,0,0,1
1022,2019-03-15,,PHI,SAC,1611.631015,1465.108193,1614.798653,1461.940555,123,114,104.8,112.2,0,1,1
1023,2019-03-15,,DET,LAL,1508.613524,1430.871472,1514.568337,1424.91666,111,97,104.6,106.4,0,1,1
1024,2019-03-15,,WAS,CHO,1484.160945,1447.324054,1472.22427,1459.260729,110,116,118.8,104.8,0,0,0
1025,2019-03-15,,HOU,PHO,1657.374662,1311.645965,1658.188311,1310.832316,108,102,106.0,110.6,0,0,1
1026,2019-03-15,,MIA,MIL,1479.485511,1692.258152,1471.009519,1700.734145,98,113,108.6,119.4,0,0,0
1027,2019-03-15,,NOP,POR,1467.880376,1633.892677,1458.902901,1642.870153,110,122,110.4,120.4,0,0,0
1028,2019-03-15,,SAS,NYK,1560.526737,1263.83262,1563.295581,1261.063777,109,83,112.8,97.6,0,0,1
1029,2019-03-15,,LAC,CHI,1543.370907,1339.04795,1545.371058,1337.047799,128,121,120.6,104.6,0,0,1
1030,2019-03-16,,BOS,ATL,1604.546578,1376.662626,1606.575153,1374.634052,129,120,120.0,117.8,0,0,1
1031,2019-03-16,,WAS,MEM,1472.22427,1432.927589,1476.911593,1428.240267,135,128,114.4,109.0,1,0,1
1032,2019-03-16,,NOP,PHO,1458.902901,1310.832316,1449.178319,1320.556898,136,138,109.4,108.2,1,1,0
1033,2019-03-16,,DAL,CLE,1393.885892,1330.690882,1397.384378,1327.192396,121,116,105.2,106.6,0,0,1
1034,2019-03-16,,SAS,POR,1563.295581,1642.870153,1569.813211,1636.352523,108,103,111.4,121.2,1,1,1
1035,2019-03-16,,OKC,GSW,1598.712494,1635.696425,1576.964392,1657.444528,88,110,110.2,110.8,0,0,0
1036,2019-03-16,,UTA,BRK,1600.470188,1471.908884,1605.498499,1466.880573,114,98,108.2,110.6,0,0,1
1037,2019-03-16,,DEN,IND,1594.461425,1568.176328,1597.321528,1565.316225,102,100,111.2,100.6,0,0,1
1038,2019-03-17,,NYK,LAL,1261.063777,1424.91666,1266.097401,1419.883036,124,123,92.6,104.8,0,0,1
1039,2019-03-17,,MIA,CHO,1471.009519,1459.260729,1480.64235,1449.627898,93,75,105.4,106.4,0,0,1
1040,2019-03-17,,MIL,PHI,1700.734145,1614.798653,1688.421802,1627.110996,125,130,121.0,106.6,0,0,0
1041,2019-03-17,,DET,TOR,1514.568337,1617.812798,1520.225843,1612.155291,110,107,100.6,111.8,0,0,1
1042,2019-03-17,,ORL,ATL,1529.841445,1374.634052,1533.065972,1371.409524,101,91,104.8,119.2,0,1,1
1043,2019-03-17,,SAC,CHI,1461.940555,1337.047799,1469.32657,1329.661783,129,102,112.0,109.6,0,0,1
1044,2019-03-17,,HOU,MIN,1658.188311,1492.805912,1662.149385,1488.844839,117,102,106.2,111.8,0,0,1
1045,2019-03-17,,LAC,BRK,1545.371058,1466.880573,1547.949903,1464.301728,119,116,120.6,104.8,0,1,1
1046,2019-03-18,,CLE,DET,1327.192396,1520.225843,1338.658939,1508.7593,126,119,108.4,100.2,0,1,1
1047,2019-03-18,,WAS,UTA,1476.911593,1605.498499,1461.703126,1620.706965,95,116,119.2,108.2,0,0,0
1048,2019-03-18,,TOR,NYK,1612.155291,1266.097401,1614.779788,1263.472904,128,92,114.2,98.2,1,1,1
1049,2019-03-18,,BOS,DEN,1606.575153,1597.321528,1592.661401,1611.235279,105,114,120.2,111.0,0,0,0
1050,2019-03-18,,SAS,GSW,1569.813211,1657.444528,1577.197701,1650.060037,111,105,112.2,108.8,0,0,1
1051,2019-03-18,,OKC,MIA,1576.964392,1480.64235,1559.507864,1498.098878,107,116,102.0,105.8,0,1,0
1052,2019-03-18,,DAL,NOP,1397.384378,1449.178319,1389.899447,1456.663249,125,129,104.8,115.8,0,0,0
1053,2019-03-18,,PHO,CHI,1320.556898,1329.661783,1302.323522,1347.895159,101,116,114.4,108.4,0,1,0
1054,2019-03-18,,POR,IND,1636.352523,1565.316225,1640.696985,1560.971763,106,98,119.6,99.6,0,0,1
1055,2019-03-19,,CHO,PHI,1449.627898,1627.110996,1444.979184,1631.759709,114,118,104.6,111.2,0,0,0
1056,2019-03-19,,ATL,HOU,1371.409524,1662.149385,1365.30798,1668.250929,105,121,116.6,108.2,0,0,0
1057,2019-03-19,,MIN,GSW,1488.844839,1650.060037,1480.677059,1658.227818,107,117,109.4,110.8,0,1,0
1058,2019-03-19,,MIL,LAL,1688.421802,1419.883036,1690.548013,1417.756825,115,101,122.6,109.6,0,0,1
1059,2019-03-19,,SAC,BRK,1469.32657,1464.301728,1462.503771,1471.124527,121,123,116.0,105.4,0,0,0
1060,2019-03-19,,LAC,IND,1547.949903,1560.971763,1553.406559,1555.515107,115,109,121.8,99.6,0,1,1
1061,2019-03-20,,CLE,MIL,1338.658939,1690.548013,1352.936541,1676.270411,107,102,111.6,119.4,0,1,1
1062,2019-03-20,,ORL,NOP,1533.065972,1456.663249,1541.486818,1448.242404,119,96,103.8,120.8,0,0,1
1063,2019-03-20,,PHI,BOS,1631.759709,1592.661401,1634.877523,1589.543587,118,115,116.6,119.0,1,0,1
1064,2019-03-20,,NYK,UTA,1263.472904,1620.706965,1258.263684,1625.916186,116,137,97.8,110.6,0,0,0
1065,2019-03-20,,CHI,WAS,1347.895159,1461.703126,1356.024848,1453.573437,126,120,110.8,112.2,0,0,1
1066,2019-03-20,,MEM,HOU,1428.240267,1668.250929,1434.533048,1661.958148,126,125,115.6,113.6,0,1,1
1067,2019-03-20,,SAS,MIA,1577.197701,1498.098878,1565.088076,1510.208503,105,110,112.2,103.8,0,0,0
1068,2019-03-20,,OKC,TOR,1559.507864,1614.779788,1548.120326,1626.167325,114,123,101.4,114.4,0,0,0
1069,2019-03-20,,POR,DAL,1640.696985,1389.899447,1642.358606,1388.237826,126,118,116.6,108.6,0,0,1
1070,2019-03-21,,CHO,MIN,1444.979184,1480.677059,1451.516206,1474.140036,113,106,105.0,103.8,0,0,1
1071,2019-03-21,,WAS,DEN,1453.573437,1611.235279,1447.952689,1616.856028,108,113,112.0,110.8,1,0,0
1072,2019-03-21,,ATL,UTA,1365.30798,1625.916186,1374.493582,1616.730584,117,114,115.2,120.2,0,1,1
1073,2019-03-21,,PHO,DET,1302.323522,1508.7593,1291.71343,1519.369392,98,118,110.6,97.8,0,0,0
1074,2019-03-21,,SAC,DAL,1462.503771,1388.237826,1469.125113,1381.616485,116,100,119.8,113.6,0,1,1
1075,2019-03-21,,GSW,IND,1658.227818,1555.515107,1665.609996,1548.132928,112,89,109.8,103.6,0,0,1
1076,2019-03-22,,ORL,MEM,1541.486818,1434.533048,1544.015589,1432.004276,123,119,105.4,116.8,0,0,1
1077,2019-03-22,,CLE,LAC,1352.936541,1553.406559,1349.722574,1556.620526,108,110,107.8,121.2,0,0,0
1078,2019-03-22,,NYK,DEN,1258.263684,1616.856028,1253.616182,1621.503529,93,111,102.6,112.4,0,1,0
1079,2019-03-22,,TOR,OKC,1626.167325,1548.120326,1611.728245,1562.559406,109,116,114.0,104.6,0,0,0
1080,2019-03-22,,HOU,SAS,1661.958148,1565.088076,1665.212347,1561.833877,111,105,115.0,109.0,0,0,1
1081,2019-03-22,,MIL,MIA,1676.270411,1510.208503,1682.523921,1503.954992,116,87,117.0,105.0,0,0,1
1082,2019-03-22,,LAL,BRK,1417.756825,1471.124527,1409.471441,1479.409911,106,111,108.4,107.2,0,0,0
1083,2019-03-23,,CHO,BOS,1451.516206,1589.543587,1461.138841,1579.920953,124,117,104.8,118.0,0,0,1
1084,2019-03-23,,WAS,MIA,1447.952689,1503.954992,1439.739786,1512.167895,108,113,113.6,100.8,0,1,0
1085,2019-03-23,,ATL,PHI,1374.493582,1634.877523,1382.427978,1626.943127,129,127,113.0,119.0,0,0,1
1086,2019-03-23,,CHI,UTA,1356.024848,1616.730584,1344.757484,1627.997948,83,114,114.4,120.2,0,0,0
1087,2019-03-23,,MEM,MIN,1432.004276,1474.140036,1417.036621,1489.107692,99,112,117.8,104.4,1,0,0
1088,2019-03-23,,GSW,DAL,1665.609996,1381.616485,1601.93078,1445.295701,91,126,110.0,112.6,0,0,0
1089,2019-03-23,,POR,DET,1642.358606,1519.369392,1644.949663,1516.778335,117,112,116.4,106.4,0,0,1
1090,2019-03-23,,SAC,PHO,1469.125113,1291.71343,1471.808267,1289.030276,112,103,120.0,107.2,0,0,1
1091,2019-03-24,,NYK,LAC,1253.616182,1556.620526,1249.123921,1561.112788,113,124,101.6,115.2,0,0,0
1092,2019-03-24,,MIL,CLE,1682.523921,1349.722574,1684.512986,1347.73351,127,105,114.2,109.6,0,0,1
1093,2019-03-24,,IND,DEN,1548.132928,1621.503529,1570.731159,1598.905297,124,88,100.8,108.0,0,0,1
1094,2019-03-24,,TOR,CHO,1611.728245,1461.138841,1603.550249,1469.316838,114,115,115.6,108.4,0,1,0
1095,2019-03-24,,NOP,HOU,1448.242404,1665.212347,1437.081613,1676.373138,90,113,116.8,116.4,0,0,0
1096,2019-03-24,,BOS,SAS,1579.920953,1561.833877,1556.748793,1585.006037,96,115,118.4,107.6,1,0,0
1097,2019-03-24,,GSW,DET,1601.93078,1516.778335,1605.685321,1513.023794,121,114,107.0,114.0,1,1,1
1098,2019-03-24,,LAL,SAC,1409.471441,1471.808267,1415.565304,1465.714404,111,106,105.0,118.4,0,1,1
1099,2019-03-25,,ORL,PHI,1544.015589,1626.943127,1559.913922,1611.044793,119,98,110.6,123.2,0,0,1
1100,2019-03-25,,MEM,OKC,1417.036621,1562.559406,1430.685889,1548.910138,115,103,116.6,106.2,0,0,1
1101,2019-03-25,,UTA,PHO,1627.997948,1289.030276,1630.565351,1286.462872,125,92,119.0,108.4,0,0,1
1102,2019-03-25,,POR,BRK,1644.949663,1479.409911,1646.808772,1477.550801,148,144,114.8,108.8,0,0,1
1103,2019-03-26,,CLE,BOS,1347.73351,1556.748793,1341.088843,1563.393459,106,116,112.4,112.4,0,0,0
1104,2019-03-26,,CHO,SAS,1469.316838,1585.006037,1479.61923,1574.703645,125,116,108.2,108.8,0,0,1
1105,2019-03-26,,TOR,CHI,1603.550249,1344.757484,1605.25204,1343.055693,112,103,116.2,109.6,0,0,1
1106,2019-03-26,,MIA,ORL,1512.167895,1559.913922,1503.727165,1568.354653,99,104,103.8,116.4,0,1,0
1107,2019-03-26,,NOP,ATL,1437.081613,1382.427978,1420.289958,1399.219634,120,130,112.2,112.4,0,0,0
1108,2019-03-26,,MIL,HOU,1684.512986,1676.373138,1692.780654,1668.10547,108,94,117.0,117.4,0,0,1
1109,2019-03-26,,MIN,LAC,1489.107692,1561.112788,1476.938451,1573.282029,111,122,105.4,119.2,0,0,0
1110,2019-03-26,,DAL,SAC,1445.295701,1465.714404,1437.0207,1473.989405,121,125,118.0,116.8,0,0,0
1111,2019-03-26,,DEN,DET,1598.905297,1513.023794,1601.391296,1510.537796,95,92,105.6,114.6,0,0,1
1112,2019-03-26,,LAL,WAS,1415.565304,1439.739786,1426.839725,1428.465366,124,106,107.6,113.2,0,0,1
1113,2019-03-27,,MEM,GSW,1430.685889,1605.685321,1420.68449,1615.68672,103,118,117.4,109.2,0,0,0
1114,2019-03-27,,CHI,POR,1343.055693,1646.808772,1336.398481,1653.465985,98,118,106.0,120.0,1,0,0
1115,2019-03-27,,OKC,IND,1548.910138,1570.731159,1555.564085,1564.077212,107,99,105.6,104.0,0,0,1
1116,2019-03-27,,PHO,WAS,1286.462872,1428.465366,1281.704731,1433.223507,121,124,106.4,107.4,0,1,0
1117,2019-03-27,,UTA,LAL,1630.565351,1426.839725,1633.776941,1423.628136,115,100,121.2,113.0,0,1,1
1118,2019-03-28,,PHI,BRK,1611.044793,1477.550801,1615.315665,1473.279929,123,110,118.2,118.4,0,0,1
1119,2019-03-28,,DET,ORL,1510.537796,1568.354653,1522.995173,1555.897276,115,98,111.0,113.2,0,0,1
1120,2019-03-28,,NYK,TOR,1249.123921,1605.25204,1243.196031,1611.17993,92,117,107.6,117.2,0,0,0
1121,2019-03-28,,MIA,DAL,1503.727165,1437.0207,1507.506321,1433.241544,105,99,105.0,118.0,0,0,1
1122,2019-03-28,,MIL,LAC,1692.780654,1573.282029,1696.671182,1569.391501,128,118,113.6,118.0,0,0,1
1123,2019-03-28,,NOP,SAC,1420.289958,1473.989405,1424.966699,1469.312664,121,118,114.2,116.0,0,0,1
1124,2019-03-28,,HOU,DEN,1668.10547,1601.391296,1678.006526,1591.49024,112,85,112.8,104.2,0,0,1
1125,2019-03-28,,SAS,CLE,1574.703645,1341.088843,1576.263902,1339.528586,116,110,110.4,110.4,0,0,1
1126,2019-03-29,,BOS,IND,1563.393459,1564.077212,1566.623875,1560.846796,114,112,109.8,103.8,0,0,1
1127,2019-03-29,,ATL,POR,1399.219634,1653.465985,1390.717718,1661.9679,98,118,114.4,123.0,0,0,0
1128,2019-03-29,,MIN,GSW,1476.938451,1615.68672,1481.572945,1611.052226,131,130,107.6,111.8,0,0,1
1129,2019-03-29,,OKC,DEN,1555.564085,1591.49024,1542.631234,1604.423091,105,115,109.4,98.4,0,1,0
1130,2019-03-29,,UTA,WAS,1633.776941,1433.223507,1635.312313,1431.688135,128,124,121.0,113.2,0,0,1
1131,2019-03-29,,LAL,CHO,1423.628136,1479.61923,1434.487007,1468.760358,129,115,108.4,118.2,0,0,1
1132,2019-03-30,,LAC,CLE,1569.391501,1339.528586,1573.229393,1335.690694,132,108,117.8,107.2,0,0,1
1133,2019-03-30,,HOU,SAC,1678.006526,1469.312664,1680.561676,1466.757513,119,108,111.0,115.4,0,0,1
1134,2019-03-30,,BRK,BOS,1473.279929,1566.623875,1485.828426,1554.075378,110,96,120.8,111.6,0,1,1
1135,2019-03-30,,IND,ORL,1560.846796,1555.897276,1550.911897,1565.832175,116,121,106.6,112.6,1,0,0
1136,2019-03-30,,DET,POR,1522.995173,1661.9679,1534.164555,1650.798518,99,90,110.2,125.4,0,1,1
1137,2019-03-30,,NYK,MIA,1243.196031,1507.506321,1238.706787,1511.995565,92,100,101.2,102.8,0,0,0
1138,2019-03-30,,MIN,PHI,1481.572945,1615.315665,1473.012578,1623.876032,109,118,113.4,116.8,1,0,0
1139,2019-03-30,,CHI,TOR,1336.398481,1611.17993,1327.91017,1619.66824,101,124,105.2,115.0,0,0,0
1140,2019-03-30,,PHO,MEM,1281.704731,1420.68449,1275.642641,1426.74658,115,120,103.0,112.4,0,0,0
1141,2019-03-31,,ATL,MIL,1390.717718,1696.671182,1398.130913,1689.257987,136,135,115.8,116.2,0,0,1
1142,2019-03-31,,OKC,DAL,1542.631234,1433.241544,1532.296349,1443.576428,103,106,109.0,112.8,0,0,0
1143,2019-03-31,,NOP,LAL,1424.966699,1434.487007,1396.834992,1462.618714,102,130,111.2,114.0,0,0,0
1144,2019-03-31,,SAS,SAC,1576.263902,1466.757513,1560.707808,1482.313607,106,113,111.4,113.8,0,1,0
1145,2019-03-31,,DEN,WAS,1604.423091,1431.688135,1589.520756,1446.590471,90,95,98.8,114.0,0,0,0
1146,2019-03-31,,GSW,CHO,1611.052226,1468.760358,1621.198177,1458.614407,137,90,114.4,118.4,0,0,1
1147,2019-03-31,,LAC,MEM,1573.229393,1426.74658,1577.997069,1421.978904,113,96,121.2,111.2,1,1,1
1148,2019-04-01,,IND,DET,1550.911897,1534.164555,1556.930567,1528.145885,111,102,108.0,106.4,0,0,1
1149,2019-04-01,,BRK,MIL,1485.828426,1689.257987,1479.0158,1696.070613,121,131,119.6,122.8,0,1,0
1150,2019-04-01,,BOS,MIA,1554.075378,1511.995565,1557.94539,1508.125553,110,105,107.8,100.8,0,0,1
1151,2019-04-01,,TOR,ORL,1619.66824,1565.832175,1625.71971,1559.780705,121,109,115.2,113.0,0,0,1
1152,2019-04-01,,NYK,CHI,1238.706787,1327.91017,1247.428714,1319.188243,113,105,101.2,102.2,0,0,1
1153,2019-04-01,,MIN,POR,1473.012578,1650.798518,1465.394451,1658.416645,122,132,113.8,118.2,0,0,0
