,date,HOME,AWAY,ELO_H,ELO_A,H_SCORE,A_SCORE,LAST_5_H,LAST_5_A,A_SCORE,BACK_H,BACK_A,WL
1028,3/15/2019,SAS,NYK,1560.526737,1263.83262,109,83,112.8,97.6,83,0,0,1
1029,3/15/2019,LAC,CHI,1543.370907,1339.04795,128,121,120.6,104.6,121,0,0,1
1030,3/16/2019,BOS,ATL,1604.546578,1376.662626,129,120,120,117.8,120,0,0,1
1031,3/16/2019,WAS,MEM,1472.22427,1432.927589,135,128,114.4,109,128,1,0,1
1032,3/16/2019,NOP,PHO,1458.902901,1310.832316,136,138,109.4,108.2,138,1,1,0
1033,3/16/2019,DAL,CLE,1393.885892,1330.690882,121,116,105.2,106.6,116,0,0,1
1034,3/16/2019,SAS,POR,1563.295581,1642.870153,108,103,111.4,121.2,103,1,1,1
1035,3/16/2019,OKC,GSW,1598.712494,1635.696425,88,110,110.2,110.8,110,0,0,0
1036,3/16/2019,UTA,BKN,1600.470188,1471.908884,114,98,108.2,110.6,98,0,0,1
1037,3/16/2019,DEN,IND,1594.461425,1568.176328,102,100,111.2,100.6,100,0,0,1
1038,3/17/2019,NYK,LAL,1261.063777,1424.91666,124,123,92.6,104.8,123,0,0,1
1039,3/17/2019,MIA,CHA,1471.009519,1459.260729,93,75,105.4,106.4,75,0,0,1
1040,3/17/2019,MIL,PHI,1700.734145,1614.798653,125,130,121,106.6,130,0,0,0
1041,3/17/2019,DET,TOR,1514.568337,1617.812798,110,107,100.6,111.8,107,0,0,1
1042,3/17/2019,ORL,ATL,1529.841445,1374.634052,101,91,104.8,119.2,91,0,1,1
1043,3/17/2019,SAC,CHI,1461.940555,1337.047799,129,102,112,109.6,102,0,0,1
1044,3/17/2019,HOU,MIN,1658.188311,1492.805912,117,102,106.2,111.8,102,0,0,1
1045,3/17/2019,LAC,BKN,1545.371058,1466.880573,119,116,120.6,104.8,116,0,1,1
1046,3/18/2019,CLE,DET,1327.192396,1520.225843,126,119,108.4,100.2,119,0,1,1
1047,3/18/2019,WAS,UTA,1476.911593,1605.498499,95,116,119.2,108.2,116,0,0,0
1048,3/18/2019,TOR,NYK,1612.155291,1266.097401,128,92,114.2,98.2,92,1,1,1
1049,3/18/2019,BOS,DEN,1606.575153,1597.321528,105,114,120.2,111,114,0,0,0
1050,3/18/2019,SAS,GSW,1569.813211,1657.444528,111,105,112.2,108.8,105,0,0,1
1051,3/18/2019,OKC,MIA,1576.964392,1480.64235,107,116,102,105.8,116,0,1,0
1052,3/18/2019,DAL,NOP,1397.384378,1449.178319,125,129,104.8,115.8,129,0,0,0
1053,3/18/2019,PHO,CHI,1320.556898,1329.661783,101,116,114.4,108.4,116,0,1,0
1054,3/18/2019,POR,IND,1636.352523,1565.316225,106,98,119.6,99.6,98,0,0,1
1055,3/19/2019,CHA,PHI,1449.627898,1627.110996,114,118,104.6,111.2,118,0,0,0
1056,3/19/2019,ATL,HOU,1371.409524,1662.149385,105,121,116.6,108.2,121,0,0,0
1057,3/19/2019,MIN,GSW,1488.844839,1650.060037,107,117,109.4,110.8,117,0,1,0
1058,3/19/2019,MIL,LAL,1688.421802,1419.883036,115,101,122.6,109.6,101,0,0,1
1059,3/19/2019,SAC,BKN,1469.32657,1464.301728,121,123,116,105.4,123,0,0,0
1060,3/19/2019,LAC,IND,1547.949903,1560.971763,115,109,121.8,99.6,109,0,1,1
1061,3/20/2019,CLE,MIL,1338.658939,1690.548013,107,102,111.6,119.4,102,0,1,1
1062,3/20/2019,ORL,NOP,1533.065972,1456.663249,119,96,103.8,120.8,96,0,0,1
1063,3/20/2019,PHI,BOS,1631.759709,1592.661401,118,115,116.6,119,115,1,0,1
1064,3/20/2019,NYK,UTA,1263.472904,1620.706965,116,137,97.8,110.6,137,0,0,0
1065,3/20/2019,CHI,WAS,1347.895159,1461.703126,126,120,110.8,112.2,120,0,0,1
1066,3/20/2019,MEM,HOU,1428.240267,1668.250929,126,125,115.6,113.6,125,0,1,1
1067,3/20/2019,SAS,MIA,1577.197701,1498.098878,105,110,112.2,103.8,110,0,0,0
1068,3/20/2019,OKC,TOR,1559.507864,1614.779788,114,123,101.4,114.4,123,0,0,0
1069,3/20/2019,POR,DAL,1640.696985,1389.899447,126,118,116.6,108.6,118,0,0,1
1070,3/21/2019,CHA,MIN,1444.979184,1480.677059,113,106,105,103.8,106,0,0,1
1071,3/21/2019,WAS,DEN,1453.573437,1611.235279,108,113,112,110.8,113,1,0,0
1072,3/21/2019,ATL,UTA,1365.30798,1625.916186,117,114,115.2,120.2,114,0,1,1
1073,3/21/2019,PHO,DET,1302.323522,1508.7593,98,118,110.6,97.8,118,0,0,0
1074,3/21/2019,SAC,DAL,1462.503771,1388.237826,116,100,119.8,113.6,100,0,1,1
1075,3/21/2019,GSW,IND,1658.227818,1555.515107,112,89,109.8,103.6,89,0,0,1
1076,3/22/2019,ORL,MEM,1541.486818,1434.533048,123,119,105.4,116.8,119,0,0,1
1077,3/22/2019,CLE,LAC,1352.936541,1553.406559,108,110,107.8,121.2,110,0,0,0
1078,3/22/2019,NYK,DEN,1258.263684,1616.856028,93,111,102.6,112.4,111,0,1,0
1079,3/22/2019,TOR,OKC,1626.167325,1548.120326,109,116,114,104.6,116,0,0,0
1080,3/22/2019,HOU,SAS,1661.958148,1565.088076,111,105,115,109,105,0,0,1
1081,3/22/2019,MIL,MIA,1676.270411,1510.208503,116,87,117,105,87,0,0,1
1082,3/22/2019,LAL,BKN,1417.756825,1471.124527,106,111,108.4,107.2,111,0,0,0
1083,3/23/2019,CHA,BOS,1451.516206,1589.543587,124,117,104.8,118,117,0,0,1
1084,3/23/2019,WAS,MIA,1447.952689,1503.954992,108,113,113.6,100.8,113,0,1,0
1085,3/23/2019,ATL,PHI,1374.493582,1634.877523,129,127,113,119,127,0,0,1
1086,3/23/2019,CHI,UTA,1356.024848,1616.730584,83,114,114.4,120.2,114,0,0,0
1087,3/23/2019,MEM,MIN,1432.004276,1474.140036,99,112,117.8,104.4,112,1,0,0
1088,3/23/2019,GSW,DAL,1665.609996,1381.616485,91,126,110,112.6,126,0,0,0
1089,3/23/2019,POR,DET,1642.358606,1519.369392,117,112,116.4,106.4,112,0,0,1
1090,3/23/2019,SAC,PHO,1469.125113,1291.71343,112,103,120,107.2,103,0,0,1
1091,3/24/2019,NYK,LAC,1253.616182,1556.620526,113,124,101.6,115.2,124,0,0,0
1092,3/24/2019,MIL,CLE,1682.523921,1349.722574,127,105,114.2,109.6,105,0,0,1
1093,3/24/2019,IND,DEN,1548.132928,1621.503529,124,88,100.8,108,88,0,0,1
1094,3/24/2019,TOR,CHA,1611.728245,1461.138841,114,115,115.6,108.4,115,0,1,0
1095,3/24/2019,NOP,HOU,1448.242404,1665.212347,90,113,116.8,116.4,113,0,0,0
1096,3/24/2019,BOS,SAS,1579.920953,1561.833877,96,115,118.4,107.6,115,1,0,0
1097,3/24/2019,GSW,DET,1601.93078,1516.778335,121,114,107,114,114,1,1,1
1098,3/24/2019,LAL,SAC,1409.471441,1471.808267,111,106,105,118.4,106,0,1,1
1099,3/25/2019,ORL,PHI,1544.015589,1626.943127,119,98,110.6,123.2,98,0,0,1
1100,3/25/2019,MEM,OKC,1417.036621,1562.559406,115,103,116.6,106.2,103,0,0,1
1101,3/25/2019,UTA,PHO,1627.997948,1289.030276,125,92,119,108.4,92,0,0,1
1102,3/25/2019,POR,BKN,1644.949663,1479.409911,148,144,114.8,108.8,144,0,0,1
1103,3/26/2019,CLE,BOS,1347.73351,1556.748793,106,116,112.4,112.4,116,0,0,0
1104,3/26/2019,CHA,SAS,1469.316838,1585.006037,125,116,108.2,108.8,116,0,0,1
1105,3/26/2019,TOR,CHI,1603.550249,1344.757484,112,103,116.2,109.6,103,0,0,1
1106,3/26/2019,MIA,ORL,1512.167895,1559.913922,99,104,103.8,116.4,104,0,1,0
1107,3/26/2019,NOP,ATL,1437.081613,1382.427978,120,130,112.2,112.4,130,0,0,0
1108,3/26/2019,MIL,HOU,1684.512986,1676.373138,108,94,117,117.4,94,0,0,1
1109,3/26/2019,MIN,LAC,1489.107692,1561.112788,111,122,105.4,119.2,122,0,0,0
1110,3/26/2019,DAL,SAC,1445.295701,1465.714404,121,125,118,116.8,125,0,0,0
1111,3/26/2019,DEN,DET,1598.905297,1513.023794,95,92,105.6,114.6,92,0,0,1
1112,3/26/2019,LAL,WAS,1415.565304,1439.739786,124,106,107.6,113.2,106,0,0,1
1113,3/27/2019,MEM,GSW,1430.685889,1605.685321,103,118,117.4,109.2,118,0,0,0
1114,3/27/2019,CHI,POR,1343.055693,1646.808772,98,118,106,120,118,1,0,0
1115,3/27/2019,OKC,IND,1548.910138,1570.731159,107,99,105.6,104,99,0,0,1
1116,3/27/2019,PHO,WAS,1286.462872,1428.465366,121,124,106.4,107.4,124,0,1,0
1117,3/27/2019,UTA,LAL,1630.565351,1426.839725,115,100,121.2,113,100,0,1,1
1118,3/28/2019,PHI,BKN,1611.044793,1477.550801,123,110,118.2,118.4,110,0,0,1
1119,3/28/2019,DET,ORL,1510.537796,1568.354653,115,98,111,113.2,98,0,0,1
1120,3/28/2019,NYK,TOR,1249.123921,1605.25204,92,117,107.6,117.2,117,0,0,0
1121,3/28/2019,MIA,DAL,1503.727165,1437.0207,105,99,105,118,99,0,0,1
1122,3/28/2019,MIL,LAC,1692.780654,1573.282029,128,118,113.6,118,118,0,0,1
1123,3/28/2019,NOP,SAC,1420.289958,1473.989405,121,118,114.2,116,118,0,0,1
1124,3/28/2019,HOU,DEN,1668.10547,1601.391296,112,85,112.8,104.2,85,0,0,1
1125,3/28/2019,SAS,CLE,1574.703645,1341.088843,116,110,110.4,110.4,110,0,0,1
1126,3/29/2019,BOS,IND,1563.393459,1564.077212,114,112,109.8,103.8,112,0,0,1
1127,3/29/2019,ATL,POR,1399.219634,1653.465985,98,118,114.4,123,118,0,0,0
1128,3/29/2019,MIN,GSW,1476.938451,1615.68672,131,130,107.6,111.8,130,0,0,1
1129,3/29/2019,OKC,DEN,1555.564085,1591.49024,105,115,109.4,98.4,115,0,1,0
1130,3/29/2019,UTA,WAS,1633.776941,1433.223507,128,124,121,113.2,124,0,0,1
1131,3/29/2019,LAL,CHA,1423.628136,1479.61923,129,115,108.4,118.2,115,0,0,1
1132,3/30/2019,LAC,CLE,1569.391501,1339.528586,132,108,117.8,107.2,108,0,0,1
1133,3/30/2019,HOU,SAC,1678.006526,1469.312664,119,108,111,115.4,108,0,0,1
1134,3/30/2019,BKN,BOS,1473.279929,1566.623875,110,96,120.8,111.6,96,0,1,1
1135,3/30/2019,IND,ORL,1560.846796,1555.897276,116,121,106.6,112.6,121,1,0,0
1136,3/30/2019,DET,POR,1522.995173,1661.9679,99,90,110.2,125.4,90,0,1,1
1137,3/30/2019,NYK,MIA,1243.196031,1507.506321,92,100,101.2,102.8,100,0,0,0
1138,3/30/2019,MIN,PHI,1481.572945,1615.315665,109,118,113.4,116.8,118,1,0,0
1139,3/30/2019,CHI,TOR,1336.398481,1611.17993,101,124,105.2,115,124,0,0,0
1140,3/30/2019,PHO,MEM,1281.704731,1420.68449,115,120,103,112.4,120,0,0,0
1141,3/31/2019,ATL,MIL,1390.717718,1696.671182,136,135,115.8,116.2,135,0,0,1
1142,3/31/2019,OKC,DAL,1542.631234,1433.241544,103,106,109,112.8,106,0,0,0
1143,3/31/2019,NOP,LAL,1424.966699,1434.487007,102,130,111.2,114,130,0,0,0
1144,3/31/2019,SAS,SAC,1576.263902,1466.757513,106,113,111.4,113.8,113,0,1,0
1145,3/31/2019,DEN,WAS,1604.423091,1431.688135,90,95,98.8,114,95,0,0,0
1146,3/31/2019,GSW,CHA,1611.052226,1468.760358,137,90,114.4,118.4,90,0,0,1
1147,3/31/2019,LAC,MEM,1573.229393,1426.74658,113,96,121.2,111.2,96,1,1,1
1148,4/1/2019,IND,DET,1550.911897,1534.164555,111,102,108,106.4,102,0,0,1
1149,4/1/2019,BKN,MIL,1485.828426,1689.257987,121,131,119.6,122.8,131,0,1,0
1150,4/1/2019,BOS,MIA,1554.075378,1511.995565,110,105,107.8,100.8,105,0,0,1
1151,4/1/2019,TOR,ORL,1619.66824,1565.832175,121,109,115.2,113,109,0,0,1
1152,4/1/2019,NYK,CHI,1238.706787,1327.91017,113,105,101.2,102.2,105,0,0,1
1153,4/1/2019,MIN,POR,1473.012578,1650.798518,122,132,113.8,118.2,132,0,0,0
1154,4/1/2019,DAL,PHI,1443.576428,1623.876032,122,102,110.4,116.8,102,1,0,1
1155,4/1/2019,UTA,CHA,1635.312313,1458.614407,111,102,119.2,113.8,102,0,1,1
1156,4/1/2019,PHO,CLE,1275.642641,1335.690694,122,113,105.8,107.4,113,0,0,1
1157,4/2/2019,OKC,LAL,1532.296349,1462.618714,119,103,106.8,118.8,103,0,0,1
1158,4/2/2019,SAS,ATL,1560.707808,1398.130913,117,111,111.6,122,111,0,0,1
1159,4/2/2019,SAC,HOU,1482.313607,1680.561676,105,130,114,109.8,130,0,0,0
1160,4/2/2019,GSW,DEN,1621.198177,1589.520756,116,102,119.4,94.6,102,0,0,1
1161,4/3/2019,WAS,CHI,1446.590471,1319.188243,114,115,111.4,98,115,0,0,0
1162,4/3/2019,ORL,NYK,1559.780705,1247.428714,114,100,110.2,100.6,100,0,0,1
1163,4/3/2019,DET,IND,1528.145885,1556.930567,89,108,104.4,112.4,108,0,0,0
1164,4/3/2019,MIA,BOS,1508.125553,1557.94539,102,112,104.4,106.4,112,0,0,0
1165,4/3/2019,BKN,TOR,1479.0158,1625.71971,105,115,119.2,117.6,115,0,0,0
1166,4/3/2019,ATL,PHI,1395.821251,1602.396076,130,122,120.8,113.6,122,1,0,1
1167,4/3/2019,NOP,CHA,1396.834992,1455.920814,109,115,105.8,109.4,115,0,0,0
1168,4/3/2019,DAL,MIN,1465.056384,1465.394451,108,110,114.8,117,110,0,0,0
1169,4/3/2019,DEN,SAS,1582.095134,1563.017469,113,85,97.4,114,85,1,1,1
1170,4/3/2019,POR,MEM,1658.416645,1421.978904,116,89,121.2,106.6,89,0,0,1
1171,4/3/2019,PHO,UTA,1283.995118,1638.005906,97,118,110.6,118.6,118,0,0,0
1172,4/3/2019,LAC,HOU,1577.997069,1693.439952,103,135,121.8,113.6,135,0,1,0
1173,4/4/2019,PHI,MIL,1589.517908,1696.070613,122,128,112.6,125.8,128,1,0,0
1174,4/4/2019,SAC,CLE,1469.435332,1327.338217,117,104,113.8,108.4,104,0,0,1
1175,4/4/2019,LAL,GSW,1455.846817,1628.623798,90,108,117.2,124.4,108,0,0,0
1176,4/5/2019,ORL,ATL,1561.428718,1408.69942,149,113,109.2,121,113,0,0,1
1177,4/5/2019,WAS,SAS,1438.810278,1550.292996,112,129,112.6,108,129,0,0,0
1178,4/5/2019,CHA,TOR,1464.852305,1634.386747,113,111,109.4,117.8,111,0,0,1
1179,4/5/2019,HOU,NYK,1715.073521,1245.780701,120,96,118,102,96,0,0,1
1180,4/5/2019,IND,BOS,1577.082254,1570.307669,97,117,109.2,109.6,117,0,0,0
1181,4/5/2019,OKC,DET,1539.068247,1507.994198,123,110,107.4,99.4,110,0,0,1
1182,4/5/2019,MIN,MIA,1472.111043,1495.763274,111,109,116.6,102.2,109,0,0,1
1183,4/5/2019,DAL,MEM,1458.339792,1417.955775,112,122,111.2,104.6,122,0,0,0
1184,4/5/2019,UTA,SAC,1643.305664,1473.517205,119,98,119.4,112.2,98,0,1,1
1185,4/5/2019,PHO,NOP,1278.69536,1387.9035,133,126,109.4,108.4,126,0,0,1
1186,4/5/2019,DEN,POR,1594.819607,1662.439774,119,110,101,114.8,110,0,0,1
1187,4/5/2019,GSW,CLE,1640.044884,1323.256344,120,114,121.8,108.2,114,1,1,1
1188,4/5/2019,LAC,LAL,1556.363501,1444.425731,117,122,117.6,110.4,122,0,1,0
1189,4/6/2019,MIL,BKN,1703.617953,1470.348763,128,133,126,118,133,0,0,0
1190,4/6/2019,CHI,PHI,1326.968436,1581.970568,96,116,104.4,117.4,116,0,0,0
1191,4/7/2019,TOR,MIA,1628.259728,1492.194408,117,109,117.6,104.2,109,0,0,1
1192,4/7/2019,CLE,SAS,1322.291003,1564.327624,90,112,109.8,110.6,112,0,0,0
1193,4/7/2019,MIN,OKC,1475.679908,1546.162161,126,132,116.6,111.4,132,0,0,0
1194,4/7/2019,DET,CHA,1500.900284,1470.979324,91,104,103,107,104,0,0,0
1195,4/7/2019,IND,BKN,1553.834905,1487.083092,96,108,108.8,115.8,108,0,1,0
1196,4/7/2019,MEM,DAL,1434.128506,1442.167061,127,129,106,109.4,129,0,0,0
1197,4/7/2019,HOU,PHO,1716.004088,1287.395124,149,113,123.2,117.6,113,0,0,1
1198,4/7/2019,MIL,ATL,1686.883625,1400.830626,115,107,130,117.6,107,1,0,1
1199,4/7/2019,NYK,WAS,1244.850134,1424.77565,113,110,98.6,113.8,110,0,0,1
1200,4/7/2019,BOS,ORL,1593.555019,1569.297511,108,116,109.8,118.2,116,0,0,0
1201,4/7/2019,GSW,LAC,1641.010224,1543.278264,131,104,122.2,116.6,104,0,0,1
1202,4/7/2019,POR,DEN,1653.833425,1603.425956,115,108,113.2,107.8,108,0,0,1
1203,4/7/2019,SAC,NOP,1468.648293,1379.203736,129,133,108.2,115.6,133,0,0,0
1204,4/7/2019,LAL,UTA,1457.510968,1648.174575,113,109,114.8,118.2,109,0,0,1
1205,4/9/2019,WAS,BOS,1417.452944,1580.014242,110,116,111,108.6,116,0,0,0
1206,4/9/2019,DET,MEM,1482.338691,1427.563807,100,93,98.2,110.8,93,0,0,1
1207,4/9/2019,CLE,CHA,1312.659797,1489.540917,97,124,105.8,104.8,124,0,0,0
1208,4/9/2019,MIA,PHI,1489.072097,1590.441743,122,99,105,116,99,0,0,1
1209,4/9/2019,CHI,NYK,1318.497261,1252.17284,86,96,103,102.8,96,0,0,0
1210,4/9/2019,MIN,TOR,1467.088923,1631.382039,100,120,115.6,117.6,120,0,0,0
1211,4/9/2019,NOP,GSW,1390.362214,1649.499245,103,112,118.2,122.4,112,0,0,0
1212,4/9/2019,DAL,PHO,1448.731761,1285.795962,120,109,115.4,116,109,0,0,1
1213,4/9/2019,UTA,DEN,1639.61553,1598.978612,118,108,117,106.4,108,0,0,1
1214,4/9/2019,OKC,HOU,1554.753146,1717.60325,112,111,116.4,130.6,111,0,0,1
1215,4/9/2019,LAL,POR,1466.070013,1658.280768,101,104,111.6,112.6,104,0,0,0
1216,4/10/2019,MIL,OKC,1688.240008,1559.770635,116,127,127.4,117.8,127,0,1,0
1217,4/10/2019,BKN,MIA,1506.501932,1507.231528,113,94,115.4,109.4,94,0,1,1
1218,4/10/2019,MEM,GSW,1423.208342,1654.434074,132,117,105.4,117.4,117,1,1,1
1219,4/10/2019,ATL,IND,1399.474243,1534.416065,134,135,119.4,105.6,135,0,0,0
1220,4/10/2019,PHI,CHI,1572.282313,1301.197603,125,109,112.2,100.6,109,1,1,1
1221,4/10/2019,CHA,ORL,1504.471104,1582.838287,114,122,111.6,121.8,122,1,0,0
1222,4/10/2019,NYK,DET,1269.472498,1486.694156,89,115,103.6,98.4,115,1,1,0
1223,4/10/2019,SAS,DAL,1573.958831,1452.014364,105,94,109.8,118.2,94,0,1,1
1224,4/10/2019,POR,SAC,1662.137027,1457.489816,136,131,115.4,112.4,131,1,0,1
1225,4/10/2019,DEN,MIN,1593.232887,1454.360385,99,95,110,113.8,95,1,1,1
1226,4/10/2019,LAC,UTA,1534.789243,1645.361255,143,137,113.8,115,137,0,1,1
1227,10/22/2019,TOR,NOP,1672.986505,1415.320539,130,122,116.8,114.6,122,0,0,1
1228,10/22/2019,LAC,LAL,1516.608615,1472.910316,112,102,116,105.8,102,0,0,1
1229,10/23/2019,CHA,CHI,1497.243026,1350.430528,126,125,114,102.2,125,0,0,1
1230,10/23/2019,IND,DET,1509.543437,1475.760043,110,119,109.4,101,119,0,0,0
1231,10/23/2019,ORL,CLE,1543.18427,1349.547207,94,85,122,103.6,85,0,0,1
1232,10/23/2019,MIA,MEM,1498.745533,1459.00773,120,101,107.2,112.6,101,0,0,1
1233,10/23/2019,PHI,BOS,1582.396776,1577.783552,107,93,116.8,112.6,93,0,0,1
1234,10/23/2019,BKN,MIN,1494.767592,1465.413016,126,127,116,108.4,127,0,0,0
1235,10/23/2019,DAL,WAS,1462.203595,1434.800503,108,100,112.6,108.2,100,0,0,1
1236,10/23/2019,SAS,NYK,1553.991763,1319.230082,120,111,109.6,98.8,111,0,0,1
1237,10/23/2019,UTA,OKC,1595.63,1551.531456,100,95,120.2,122.6,95,0,0,1
1238,10/23/2019,PHO,SAC,1338.135019,1468.114756,124,95,114.8,116,95,0,0,1
1239,10/23/2019,POR,DEN,1602.33277,1585.764222,100,108,116.2,109.4,108,0,0,0
1240,10/24/2019,DET,ATL,1490.662004,1423.202271,100,117,107,119,117,1,0,0
1241,10/24/2019,HOU,MIL,1652.745838,1642.84628,111,117,129,123.6,117,0,0,0
1242,10/24/2019,GSW,LAC,1634.540934,1522.27204,122,141,117.6,115.8,141,0,0,0
1243,10/25/2019,BOS,TOR,1569.384514,1674.584145,112,106,109.2,118.6,106,0,0,1
1244,10/25/2019,CHA,MIN,1498.556348,1471.526549,99,121,116.2,111.8,121,0,0,0
1245,10/25/2019,BKN,NYK,1488.654059,1317.278751,113,109,117,101,109,0,0,1
1246,10/25/2019,NOP,DAL,1413.722899,1467.550235,116,123,118.6,112.6,123,0,0,0
1247,10/25/2019,MEM,CHI,1450.218244,1349.117206,102,110,115,106.2,110,0,0,0
1248,10/25/2019,OKC,WAS,1547.698133,1429.453863,85,97,117.8,109.2,97,0,0,0
1249,10/25/2019,DEN,PHO,1599.016173,1361.873971,108,107,108.4,115.2,107,0,0,1
1250,10/25/2019,SAC,POR,1444.375804,1589.080819,112,122,114,113,122,0,0,0
1251,10/25/2019,LAL,UTA,1467.246891,1599.463322,95,86,105.6,116.6,86,0,0,1
1252,10/26/2019,MIL,MIA,1653.920168,1507.535018,126,131,120.8,110.8,131,0,0,0
1253,10/26/2019,DET,PHI,1466.174331,1590.795814,111,117,105,113.8,117,0,0,0
1254,10/26/2019,NYK,BOS,1315.477347,1577.265743,95,118,103.6,109.2,118,1,1,0
1255,10/26/2019,ATL,ORL,1447.689944,1545.639345,103,99,120.2,119,99,0,0,1
1256,10/26/2019,HOU,NOP,1641.67195,1403.833349,126,123,125.2,120,123,0,1,1
1257,10/26/2019,CHI,TOR,1365.583199,1666.702916,84,108,105.2,116.8,108,1,1,0
1258,10/26/2019,CLE,IND,1347.092132,1494.641476,110,99,98,109.2,99,0,0,1
1259,10/26/2019,SAS,WAS,1555.943094,1451.40074,124,122,110.2,105.8,122,0,1,1
1260,10/26/2019,UTA,SAC,1588.548171,1435.638729,113,81,110,113,81,1,1,1
1261,10/26/2019,PHO,LAC,1361.074537,1551.687444,130,122,117.2,123.4,122,1,0,1
1262,10/27/2019,OKC,GSW,1525.751256,1605.125529,120,92,110.2,120.4,92,0,0,1
1263,10/27/2019,MEM,BKN,1433.752251,1490.455463,134,133,111,118.6,133,0,0,1
1264,10/27/2019,MIN,MIA,1497.842336,1521.648002,116,109,113.8,115.2,109,0,1,1
1265,10/27/2019,DAL,POR,1477.439785,1597.817894,119,121,114.8,115.4,121,0,0,0
1266,10/27/2019,LAL,CHA,1478.162042,1472.240561,120,101,106.6,113.4,101,0,0,1
1267,10/28/2019,NYK,CHI,1306.433675,1357.912992,105,98,100,102.8,98,0,0,1
1268,10/28/2019,DET,IND,1459.12748,1481.637803,96,94,109,107.4,94,0,0,1
1269,10/28/2019,TOR,ORL,1674.373122,1539.3626,104,95,116.2,116,95,0,0,1
1270,10/28/2019,ATL,PHI,1453.966689,1597.842665,103,105,114.8,112.8,105,0,0,0
1271,10/28/2019,HOU,OKC,1642.773342,1544.998718,116,112,123.4,107.8,112,0,1,1
1272,10/28/2019,NOP,GSW,1402.731956,1585.878067,123,134,119.4,114.8,134,0,1,0
1273,10/28/2019,MIL,CLE,1639.807185,1360.095805,129,112,120.4,99.2,112,0,0,1
1274,10/28/2019,SAS,POR,1557.898976,1602.293713,113,110,118,116.6,110,0,1,1
1275,10/28/2019,PHO,UTA,1373.360094,1595.75748,95,96,116.6,110.8,96,0,0,0
1276,10/28/2019,SAC,DEN,1428.42942,1599.815607,94,101,109.6,106.2,101,0,0,0
1277,10/28/2019,LAC,CHA,1539.401887,1461.977588,111,96,124.4,112.8,96,0,1,1
1278,10/29/2019,MIA,ATL,1515.430189,1449.885063,112,97,115.2,112.8,97,0,1,1
1279,10/29/2019,DEN,DAL,1606.161356,1472.963966,106,109,104.8,112.8,109,1,0,0
1280,10/29/2019,LAL,MEM,1488.425015,1437.174519,120,91,106.2,112.4,91,0,0,1
1281,10/30/2019,PHI,MIN,1601.924291,1504.06015,117,95,110.6,111.8,95,0,0,1
1282,10/30/2019,ORL,NYK,1535.996616,1313.408409,95,83,105.2,101.8,83,0,0,1
1283,10/30/2019,CLE,CHI,1357.825642,1350.938258,117,111,98.8,105.2,111,0,0,1
1284,10/30/2019,TOR,DET,1677.739106,1462.679032,125,113,113.6,108.2,113,0,0,1
1285,10/30/2019,BKN,IND,1487.033195,1478.086251,108,118,118.6,106.8,118,0,0,0
1286,10/30/2019,BOS,MIL,1586.309414,1642.077348,116,105,109.4,120.6,105,0,0,1
1287,10/30/2019,WAS,HOU,1449.444857,1645.42273,158,159,107.8,122.6,159,0,0,0
1288,10/30/2019,OKC,POR,1542.349331,1597.790601,99,102,107.8,117.8,102,0,0,0
1289,10/30/2019,UTA,LAC,1598.193104,1545.645095,110,96,106.4,125.8,96,0,0,1
1290,10/30/2019,SAC,CHA,1422.083671,1455.73438,111,118,102.6,107.2,118,0,0,0
1291,10/30/2019,GSW,PHO,1593.777965,1370.92447,110,121,115.4,113,121,0,0,0
1292,10/31/2019,ATL,MIA,1443.267893,1522.047359,97,106,110.8,113.2,106,0,0,0
1293,10/31/2019,NOP,DEN,1394.832059,1595.262718,122,107,117.4,104.4,107,0,0,1
1294,10/31/2019,LAC,SAS,1538.914973,1562.402089,103,97,116.4,114.8,97,1,0,1
1295,11/1/2019,ORL,MIL,1538.494969,1632.788991,91,123,101,118.6,123,0,0,0
1296,11/1/2019,IND,CLE,1492.907009,1362.824304,102,95,111.2,104.2,95,0,0,1
1297,11/1/2019,BKN,HOU,1472.212437,1648.165075,123,116,118.6,124.6,116,0,0,1
1298,11/1/2019,BOS,NYK,1595.597772,1310.910057,104,102,111,100.6,102,0,0,1
1299,11/1/2019,CHI,DET,1345.939596,1460.07307,112,106,105.6,107.8,106,0,0,1
1300,11/1/2019,DAL,LAL,1483.862604,1499.657471,110,119,110.6,107.6,119,0,0,0
1301,11/1/2019,SAC,UTA,1411.523029,1604.923226,102,101,98.6,101,101,0,0,1
1302,11/1/2019,GSW,SAS,1568.091175,1556.694626,110,127,115,111.8,127,0,1,0
1303,11/2/2019,OKC,NOP,1535.812606,1413.589469,115,104,102.2,121.2,104,0,0,1
1304,11/2/2019,ORL,DEN,1515.092909,1576.505308,87,91,94.8,106,91,1,0,0
1305,11/2/2019,DET,BKN,1451.933925,1483.096927,113,109,105.2,120.6,109,1,1,1
1306,11/2/2019,MIL,TOR,1656.19105,1680.345068,115,105,120,114.6,105,1,0,1
1307,11/2/2019,MEM,PHO,1425.942062,1396.611259,105,114,112,115.4,114,0,0,0
1308,11/2/2019,WAS,MIN,1446.702512,1496.728146,109,131,117.4,110.8,131,0,0,0
1309,11/2/2019,GSW,CHA,1547.024529,1466.295023,87,93,113.6,108,93,1,0,0
1310,11/2/2019,POR,PHI,1604.327325,1609.256295,128,129,111,114.2,129,0,0,0
